SKU,Description,Name,Price,Short Description,Image
OA7983-6,"Clear Anodized J Cap Aluminum Trim to Fit 3/32"" Material with 1/4"" Reveal

</li><li>3/32"" W x 1/4"" H x 7/10"" H (.110"" x .244"" x .700"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","J-Cap - Fits 3/32""",4.98,"</li><li>3/32"" W x 1/4"" H x 7/10"" H (.110"" x .244"" x .700"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5 Temper",/7/9/7983_1_5.jpg
OA7984-6,"Clear Anodized J Cap Aluminum Trim to Fit 1/8"" Material with 1/4"" Reveal

</li><li>7/64"" W x 13/67"" H x 7/10"" H (.144"" x .244"" x .700"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper
","J-Cap - Fits 7/64""",4.96,"</li><li>7/64"" W x 13/67"" H x 7/10"" H (.144"" x .244"" x .700"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/9/7984_1_5.jpg
OA7985-6,"Clear Anodized J Cap Aluminum Trim to Fit 1/8"" Material with 1/4"" Reveal

</li><li>1/8"" W x 1/4"" H x 7/10"" H (.144"" x .244"" x .700"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper

","J-Cap - Fits  1/8""",3.06,"</li><li>1/8"" W x 1/4"" H x 7/10"" H (.144"" x .244"" x .700"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5

",/7/9/7985_2_1_4.jpg
OA7422-6,"Brite-Dip Anodized J Cap Aluminum Trim to Fit 5/32"" Material with 9/32"" Reveal

</li><li>5/32"" W x 9/32"" H x 23/32"" H (.164"" x .288"" x .714"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper
</li><li>Punched Holes 4"" on Center to Accommodate #5 Screws","J-Cap - Fits 5/32""",10.09,"</li><li>5/32"" W x 9/32"" H x 23/32"" H (.164"" x .288"" x .714"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5
</li><li>Punched Holes",/7/4/7422_1_4.jpg
OA7424-6,"Brite-Dip Anodized J Cap Aluminum Trim to Fit 1/4"" Material with 5/16"" Reveal

</li><li>1/4"" W x 5/16"" H x 7/8"" H (.260"" x .312"" x .875"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper
</li><li>Punched Holes 4"" on Center to Accommodate #5 Screws","J-Cap - Fits 1/4""",12.21,"</li><li>1/4"" W x 5/16"" H x 7/8"" H (.260"" x .312"" x .875"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5
</li><li>Punched Holes",/7/4/7424_1_5.jpg
OA7986-6,"Clear Anodized J Cap Aluminum Trim to Fit 1/4"" Material with 3/8"" Reveal

</li><li>1/4"" W x 3/8"" H x 7/8"" H (.280"" x .375"" x .875"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Chemically Enhanced Architectural Grade Alloy, T5 Temper

","J-Cap - Fits 1/4""",7.83,"</li><li>1/4"" W x 3/8"" H x 7/8"" H (.280"" x .375"" x .875"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5

",/7/9/7986_1_5.jpg
OA7416-6,"Clear Anodized J Cap Aluminum Trim to Fit 19/64"" Material with 3/8"" Reveal less than OA7417, has Designed Interference for a Friction Type Fit

</li><li>19/64"" W x 3/8"" H x 15/16"" H (.298"" x .375"" x .940"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper
</li><li>Punched Holes 4"" on Center to Accommodate #5 Screws","J-Cap - Fits 19/64""",13.01,"</li><li>19/64"" W x 3/8"" H x 15/16"" H (.298"" x .375"" x .940"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5
</li><li>Punched Holes",/7/4/7416_1_5.jpg
OA7417-6,"Clear Anodized J Cap Aluminum Trim to Fit 19/64"" Material with 5/8"" Reveal Higher than OA7416, has Designed Interference for a Friction Type Fit

</li><li>19/64"" W x 5/8"" H x 1-1/4"" H (.298"" x .625"" x 1.250"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper
</li><li>Punched Holes 4"" on Center to Accommodate #5 Screws","J-Cap - Fits 19/64""",16.13,"</li><li>19/64"" W x 5/8"" H x 1-1/4"" H (.298"" x .625"" x 1.250"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5
</li><li>Punched Holes",/7/4/7417_1_5.jpg
OA7419-6,"Brite-Dip Anodized J Cap Aluminum Trim to Fit 5/16"" Material with 3/32"" Reveal

</li><li>5/16"" W x 3/32"" H x 1"" H (.324"" x .092"" x 1"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper","J-Cap - Fits 5/16""",16.33,"</li><li>5/16"" W x 3/32"" H x 1"" H (.324"" x .092"" x 1"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5",/7/4/7419_1_5.jpg
OA7425-6,"Brite-Dip Anodized J Cap Aluminum Trim to Fit 5/16"" Material with 21/32"" Reveal

</li><li>5/16"" W x 21/32"" H x 1-11/64"" H (.325"" x .662"" x 1.176"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish, Per MIL-A-8625F
</li><li>6463 Chemically Enhanced Architectural Grade Alloy, T5 Temper
</li><li>Punched Holes 4"" on Center to Accommodate #5 Screws","J-Cap - Fits 5/16""",16.31,"</li><li>5/16"" W x 21/32"" H x 1-11/64"" H (.325"" x .662"" x 1.176"")
</li><li>6 Foot Cut Length
</li><li>Brite-Dip Anodized Finish
</li><li>6463-T5
</li><li>Punched Holes",/7/4/7425_1_5.jpg
OA7410-6,"Clear Anodized J Cap Aluminum Trim to Fit 1/2"" Material with 9/16"" Reveal

</li><li>1/2"" W x 9/16"" H x 1-1/4"" H (.515"" x .562"" x 1.246"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper
","J-Cap - Fits 1/2""",11.69,"</li><li>1/2"" W x 9/16"" H x 1-1/4"" H (.515"" x .562"" x 1.246"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/4/7410_1_5.jpg
OA1058-8,"Aluminum File Hanging rail 1/2"" Tall x 1/8"" Thick, Pendaflex Rails are Used as Cross-Section in which the Files Rest Atop within a Drawers Structure.  Available in Black Anodize Finish

</li><li>1/8"" Wall x 1/2"" H(.125"" x .500"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","1/8"" x 1/2"" File Hanging Rail",4.8,"</li><li>1/8"" Wall x 1/2"" H(.125"" x .500"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/1/0/1058_8.jpg
OA1058-8B,"Aluminum File Hanging rail 1/2"" Tall x 1/8"" Thick, Pendaflex Rails are Used as Cross-Section in which the Files Rest Atop within a Drawers Structure.  Available in Black Anodize Finish

</li><li>1/8"" Wall x 1/2"" H(.125"" x .500"")
</li><li>8 Foot Cut Length
</li><li>Black Anodized Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","1/8"" x 1/2"" File Hanging Rail",6.86,"</li><li>1/8"" Wall x 1/2"" H(.125"" x .500"")
</li><li>8 Foot Cut Length
</li><li>Black Anodized Finish
</li><li>6063-T5",/1/0/1058_9.jpg
OA2126-8,"Aluminum File Hanging Rail 3/4"" Tall x 1/8"" Thick, Pendaflex Rails are Used as Cross-Section in which the Files Rest Atop within a Drawers Structure.  Available in Black Anodize Finish

</li><li>1/8"" Wall x 3/4"" H(.125"" x .750"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","1/8"" x 3/4"" File Hanging Rail",7.46,"</li><li>1/8"" Wall x 3/4"" H(.125"" x .750"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/2/1/2126_8.jpg
OA2126-8B,"Aluminum File Hanging Rail 3/4"" Tall x 1/8"" Thick, Pendaflex Rails are Used as Cross-Section in which the Files Rest Atop within a Drawers Structure.  Available in Black Anodize Finish

</li><li>1/8"" Wall x 3/4"" H(.125"" x .750"")
</li><li>8 Foot Cut Length
</li><li>Black Anodized Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","1/8"" x 3/4"" File Hanging Rail",9.46,"</li><li>1/8"" Wall x 3/4"" H(.125"" x .750"")
</li><li>8 Foot Cut Length
</li><li>Black Anodized Finish
</li><li>6063-T5",/2/1/2126_9.jpg
OA5593,"Press Fit Aluminum File Hanging rail Sits atop ½” Material, Leaving a Generous 5/16” (.325”) Lip for the Files to Slide Along. 
<ul>
<li>7/8” Total Height x ½” Wide x 3/64” Wall (.875” x .550” x .040”)
<li>8 Foot Cut Length
<li>Mill Finish, Per American Society for Testing and Materials (ASTM)
<li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy T5 Temper
</ul>",Press Fit File Rail Cap,6.46,"Press Fit Aluminum File Hanging rail Sits atop ½” Material, Leaving a Generous 5/16” (.325”) Lip for the Files to Slide Along. 
<ul>
<li>7/8” Total Height x ½” Wide x 3/64” Wall (.875” x .550” x .040”)
<li>8 Foot Cut Length
<li>Mill Finish, Per American Society for Testing and Materials (ASTM)
<li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy T5 Temper
</ul>",/5/5/5593_1.jpg
OA7749- CA,"Premium Grade Round Closet Rod is Heavy enough for any expansion or application, and is the true quality of what American Manufacturing represents.  With a 1-5/16"" OD and a .079"" Wall Thickness, it is no wonder our Rod is the choice for most of the high end closet manufacturers.

</li><li>1-5/16"" OD x 5/64"" Wall  (1.316"" x .079"")
</li><li>6 Foot Cut Length, 8' and 12' Lengths Available on Request
</li><li>Satin Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper",Round Closet Rod,11.58,"Premium Grade Round Closet Rod
</li><li>1-5/16"" OD x 5/64"" Wall  (1.316"" x .079"")
</li><li>6 Foot Cut Lengths, 8' and 12' Lengths Available on Request
</li><li>Satin Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063-T5",/7/7/7749_3.jpg
OA7749-GA,"Premium Grade Round Closet Rod is Heavy enough for any expansion or application, and is the true quality of what American Manufacturing represents.  With a 1-5/16"" OD and a .079"" Wall Thickness, it is no wonder our Rod is the choice for most of the high end closet manufacturers.
<br><ul>
</li><li>1-5/16"" OD x 5/64"" Wall  (1.316"" x .079"")
</li><li>6 Foot Cut Length, 8' and 12' Lengths Available on Request
</li><li>Gold Anodized Finish,  Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper
</ul>",Round Closet Rod,11.58,"Premium Grade Round Closet Rod
</li><li>1-5/16"" OD x 5/64"" Wall  (1.316"" x .079"")
</li><li>6 Foot Cut Length; 8' and 12' Lengths Available on Request
</li><li>Gold Anodized Finish
</li><li>6063-T5",/7/7/7749-ga.jpg
OA7749-OB,"Premium Grade Round Closet Rod is Heavy enough for any expansion or application, and is the true quality of what American Manufacturing represents.  With a 1-5/16"" OD and a .079"" Wall Thickness, it is no wonder our Rod is the choice for most of the high end closet manufacturers.

</li><li>1-5/16"" OD x 5/64"" Wall  (1.316"" x .079"")
</li><li>6 Foot Cut Length; 8' and 12' Lengths Available on Request
</li><li>Oil-Rubbed Bronze Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper",Round Closet Rod,11.58,"Premium Grade Round Closet Rod
</li><li>1-5/16"" OD x 5/64"" Wall  (1.316"" x .079"")
</li><li>6 Foot Cut Lengths; 8' and 12' Lengths Available on Request
</li><li>Oil-Rubbed Bronze Anodized Finish
</li><li>6063-T5",/7/7/7749-ob.jpg
OA8443-GA,"Premium Grade Oval Closet Rod is Heavy enough for any expansion or application, and is the true quality of what American Manufacturing represents.  With its Standard Oval Design of 1-3/16"" High and 19/32"" Width and a .060"" Wall Thickness, it is no wonder our Rod is the choice for most of the high end closet manufacturers.

</li><li>1-3/16"" Tall x 19/32"" Wide x 1/16"" Wall  (1.188"" x .600"" x .060"")
</li><li>6' Cut Length; 8' and 12' Lengths Available on Request
</li><li>Gold Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper",Oval Closet Rod,15.42,"Premium Grade Oval Closet Rod
</li><li>1-3/16"" Tall x 19/32"" Wide x 1/16"" Wall  (1.188"" x .600"" x .060"")
</li><li>6' Cut Lengths; 8' and 12' Lengths Available on Request
</li><li>Gold Anodized Finish
</li><li>6063-T5",/8/4/8443-ga.jpg
OA8443-OB,"Premium Grade Oval Closet Rod is Heavy enough for any expansion or application, and is the true quality of what American Manufacturing represents.  With its Standard Oval Design of 1-3/16"" High and 19/32"" Width and a .060"" Wall Thickness, it is no wonder our Rod is the choice for most of the high end closet manufacturers.

</li><li>1-3/16"" Tall x 19/32"" Wide x 1/16"" Wall  (1.188"" x .600"" x .060"")
</li><li>6 Foot Cut Length; 8' and 12' Lengths Available on Request
</li><li>Oil-Rubbed Bronze Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper",Oval Closet Rod,15.42,"Premium Grade Oval Closet Rod
</li><li>1-3/16"" Tall x 19/32"" Wide x 1/16"" Wall  (1.188"" x .600"" x .060"")
</li><li>6 Foot Cut Lengths; 8' and 12' Lengths Available on Request
</li><li>Oil-Rubbed Bronze Anodized Finish
</li><li>6063-T5",/8/4/8443-ob.jpg
OA5047,"Clear Anodized Aluminum Architectural Pull, For Use with Material Thickness of 3/4"".  Designed to Mount Atop Material and Fastened with Screws Through the Back Flange that Overlaps Material, Flush Morise Mounting (Similar to Epco Hardwares DP412)

</li><li>3/4"" Wide x 1-1/4"" Tall (.750"" x 1.248"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Drawer Pull - Fits 3/4""",17.4,"For Use with Material Thickness of 3/4""
</li><li>3/4"" Wide x 1-1/4"" Tall (.750"" x 1.248"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/5/0/5047_1.jpg
OA5048,"Clear Anodized Aluminum Architectural Pull, For Use with Material Thickness of 13/16"".  Designed to Mount Atop Material and Fastened with Screws Through the Back Flange that Overlaps Material, Flush Morise Mounting (Similar to Epco Hardwares DP412-2)

</li><li>13/16"" Wide x 1-1/4"" Tall (.812"" x 1.250"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Drawer Pull - Fits 13/16""",17.46,"For Use with Material Thickness of 13/16""
</li><li>13/16"" Wide x 1-1/4"" Tall (.812"" x 1.250"")
</li><li>6 FootCut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/5/0/5048_1.jpg
OA5049,"Clear Anodized Aluminum Architectural Pull, For Use with Material Thickness of 3/4"" with Special Internal Angular Detail.  Designed to Mount Atop Material and Fastened with Screws Through the Back Flange that Overlaps Material, Flush Morise Mounting (Similar to Epco Hardwares DP46)

</li><li>3/4"" Wide x 1-1/4"" Tall (.750"" x 1.250"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Panel Drawer Pull - Fits 3/4""",17.82,"For Use with Material Thickness of 3/4""
</li><li>3/4"" Wide x 1-1/4"" Tall (.750"" x 1.250"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/5/0/5049_1.jpg
OA5089,"Clear Anodized Aluminum Architectural Pull, For Use with Material Thickness of 13/16"" with Special Internal Angular Detail.  Designed to Mount Atop Material and Fastened with Screws Through the Back Flange that Overlaps Material, Flush Morise Mounting (Similar to Epco Hardwares DP46-2)

</li><li>13/16"" Wide x 1-1/4"" Tall (.812"" x 1.250"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Panel Drawer Pull - Fits 13/16""",18.42,"For Use with Material Thickness of 13/16""
</li><li>13/16"" Wide x 1-1/4"" Tall (.812"" x 1.250"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/5/0/5089_1.jpg
OA5122,"Clear Anodized Aluminum Architectural Pull, For Use with Material Thickness of 3/4"".  Designed to Mount Atop Material via a 1/8"" Routed Saw Kerf (Similar to Epco Hardwares DP419).

</li><li>3/4"" Wide x 1-3/8"" Tall (.750"" x 1.375""); Kerf Detail 3/8"" Deep x 1/8"" Wide
</li><li>6 FootCut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper",Kerf Mounted Pull ,18.98,"For Use with Material Thickness of 3/4""
</li><li>3/4"" Wide x 1-3/8"" Tall (.750"" x 1.375"")
</li><li>6 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/5/1/5122_1_1.jpg
OA6920-C,"Clear Anodized Aluminum Pressure Fitting Continuous Pull, For Push Fit on Material with Thickness of 3/4"".  Ideal for both Verticle and Horizontal Applications, to Run Entire Length of Door Or Drawer.  Popularly Used in Combination with OA5479 Pressure Fit Shelf Stiffener.

</li><li>3/4"" Wide x 1-27/32"" Tall (.745"" x 1.837"")
</li><li>8 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper",Continuous Pull,20.13,"Ideal for both Verticle and Horizontal Applications

</li><li>3/4"" Wide x 1 27/32"" Tall (.745"" x 1.837"")
</li><li>8 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/6/9/6920_9.jpg
OA7935,"<p>Designed to Mount Atop Material via 1/8"" Routed Saw Kerf</p><ul><li>5/8"" (0.625"") Wide x 1-3/8"" (1.375"") Height</li><li>6 Foot Cut Length</li><li>Clear Anodized Finish, Per MIL-A-8625F</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Top Handle - Fits 5/8""",18.01,"<ul><li>5/8"" (0.625"") Wide x 1-3/8"" (1.375"") Height</li><li>6 Foot Cut Length</li><li>Clear Anodized Finish</li><li>6063-T5</li></ul>",/o/a/oa7935.jpg
OA5085,"<p>Designed to Mount Atop Material via 1/8"" Routed Saw Kerf</p><ul><li>3/4"" (0.750"") Wide x 1-3/8"" (1.375"") Height</li><li>6 Foot Cut Length</li><li>Clear Anodized Finish, Per MIL-A-8625F</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Top Handle - Fits 3/4""",18.05,"<ul><li>3/4"" (0.750"") Wide x 1-3/8"" (1.375"") Height</li><li>6 Foot Cut Length</li><li>Clear Anodized Finish</li><li>6063-T5</li></ul>",/5/0/5085_1.jpg
OA5090,"Clear Anodized Aluminum Architectural Flush Mortise Pull, For Use with Material Thickness of 13/16"".  Designed to Mount Atop Material and Fastened with Screws Through the Back Flange that Overlaps Material, Flush Morise Mounting (Similar to Epco Hardwares DP414)

</li><li>7/8"" Wide x 1-3/4"" Tall (.875"" x 1.750"")
</li><li>6' Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper",Flush Morise Pull,14.72,"For Use with Material Thickness of 13/16"" (.812"")
</li><li>7/8"" Wide x 1-3/4"" Tall (.875"" x 1.750"")
</li><li>6' Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/5/0/5090_1.jpg
OA7438-12,"Clear Anodized Aluminum Edge Molding to Cover 3/4"" Area with a 3/16"" Projected Convex Face 

</li><li>3/4"" H x 3/16"" W (.750"" x .188"")
</li><li>12 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Chemically Enhanced Architectural Grade Alloy, T5 Temper
","Rounded Edge Trim - Covers 3/4""",38.16,"</li><li>3/4"" H x 3/16"" W (.750"" x .188"")
</li><li>12 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5
",/7/4/7438_2_11_1.jpg
OA7849-12A,"Aluminum Rectangle, 1/8"" x 1"" with .031"" Radiused Outside Corners

</li><li>1/8"" x 1"" x 1/32"" (.125"" x 1.00"" x .031"")
</li><li>12 Foot Cut Length
</li><li>Clear Anodized Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Flat Bar: 1"" x 1/8"" - 1/32"" Radius",19.99,"</li><li>1/8"" x 1"" x 1/32"" (.125"" x 1.00"" x .031"")
</li><li>12 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/8/7849_2_1.jpg
OA7850-12A,"Aluminum Rectangle, 1/8"" x 2"" with .031"" Radiused Outside Corners

</li><li>1/8"" x 2"" x 1/32"" (.125"" x 2.00"" x .031"")
</li><li>12 Foot Cut Length
</li><li>Clear Anodized Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Flat Bar: 2"" x 1/8"" - 1/32"" Radius",30.42,"</li><li>1/8"" x 2"" x 1/32"" (.125"" x 2.00"" x .031"")
</li><li>12 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5",/7/8/7850_2_1.jpg
OA7985-12,"Clear Anodized J Cap Aluminum Trim to Fit 1/8"" Material with 1/4"" Reveal

</li><li>1/8"" W x 1/4"" H x 7/10"" H (.144"" x .244"" x .700"")
</li><li>12 Foot Cut Length
</li><li>Clear Anodized Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper

","J-Cap - Fits  1/8""",6.12,"</li><li>1/8"" W x 1/4"" H x 7/10"" H (.144"" x .244"" x .700"")
</li><li>12 Foot Cut Length
</li><li>Clear Anodized Finish
</li><li>6063-T5

",/7/9/7985_2_1_4_1.jpg
OA8105-12,"<p>Mill Finish Aluminum Channel: Fits 3/8 Material</p><ul><li>1/2"" W x 3/4"" H x 1/16"" Wall ( 0.5"" W x 0.75"" H x 0.0625"" Wall )</li><li>12 Foot Cut Length</li><li>Clear Anodized Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","Channel: Fits 3/8""",21.72,"<ul><li>1/2"" W x 3/4"" H x 1/16"" Wall ( 0.5"" W x 0.75"" H x 0.0625"" Wall )</li><li>12 Foot Cut Length</li><li>Clear Anodized Finish, Per ASTM</li><li>6063-T5</li></ul>",/8/1/8105_1_1.jpg
